iso3,mode_id,specification,definition,restriction_warning,wing
GTM,A24,"Person has been resident in Guatemala for 2 years uninterrupted and has rendered important services to Guatemala that contributed to the country's economic, social or cultural development. Other conditions: see A06.;Person has been resident in Guatemala for 2 years uninterrupted and has recognised merits in the fields of science, art or philanthropy. Other conditions: see A06.",achievements,NA,other
HND,A24,"Person has rendered extraordinary services to Honduras.;
Person is an immigrant who belongs to a group that was admitted for scientific, agricultural or industrial reasons, and has been resident in Honduras for 1 year. Other conditions: see A06.",achievements,NA,other
HRV,A24,"Person is someone whose acquisition of citizenship would be in the special interest of Croatia. Other conditions: respect for the legal order, customs and culture of the country.",achievements,NA,other
HTI,A24,"Person has rendered important services to Haiti, has special talents that are in the interest of the country, has brought an industry, art or invention to Haiti, or has established an industry or agricultural company. Other conditions: renunciation of citizenship of another country.",achievements,NA,other
HUN,A24,Person serves an important interest of Hungary and is resident in the country. Other condition: no criminal record.,achievements,NA,other
IDN,A24,"Person has rendered services that have enhanced the status of Indonesia (i.e. outstanding contributions to humanity, science and technology,  culture, environment or sports), or acquisition of citizenship is in the country's interest (i.e. the person has or may be able to give outstanding benefit towards the nation's sovereignty and enhance the 
country's progress, especially its economy). Other conditions: renunciation of citizenship of another country.",achievements,NA,other
IND,A24,"Person is of full age and capacity, is not an illegal migrant, and has rendered distinguished service to the cause of science, philosophy, art, literature, world peace or human progress generally. The other conditions listed under mode A06 may be waived.",achievements,NA,other
IRL,A24,"Person has done signal honor or rendered distinguished service to Ireland, or is the child or grandchild of such a person.",achievements,NA,other
IRN,A24,Person has attained high intellectual distinctions or has specialised in affairs of public interest (subject to approval of the Council of Ministers and the Government),achievements,NA,other
ISR,A24,"Person who did military service or a person who has lost a son or daughter in such service is exempt from the naturalisation requirements under A06 (except the requirement of having settled or intending to settle in Israel and oath of loyalty); The Minister of the Interior may exempt an applicant of all or any of the requirements under A06 (except entitled to reside permanently in Israel and intent to settle in Israel) if there exists in his opinion a special reason for this exemption; Person is a resident of full age of a zone occupied by Israel, has applied for naturalisation even though he is not in Israel, and the Minister of Interior is satisfied that the applicant identifies with Israel and its objectives and s/he or a member of his/her family has performed a significant act for Israel, including a significant act to further the economy of the country.",achievements,NA,other
ITA,A24,Person has rendered distinguished services to Italy or the acquisition of citizenship would serve outstanding public interests.,achievements,NA,other
JOR,A24,"The Council of Ministers, with the approval of His Majesty, can dispense with the four-year residence requirement if the applicant's naturalization benefits the public interest. For the other conditions, see A06 (except the residence requirement).",achievements,NA,other
JPN,A24,Person has rendered special meritorious services to Japan. Other conditions: see A06 (except residence requirement).,achievements,NA,other
KAZ,A24,"Person has performed special work for the country, or applicant is a family member of the person. Other conditions: see A06 (except residence requirement).",achievements,NA,other
KGZ,A24,"Person has high achievements in the fields of science or culture or a profession or qualification that is in high demand in Kyrgyzstan, and has been resident for 3 years. Other conditions: see A06.",achievements,NA,other
