iso3,mode_id,specification,definition,restriction_warning,wing
NIC,A18,Person is a citizen by birth of a Central American country or a Spanish citizen by birth and has been permanently resident in Nicaragua for 2 years. No requirement to renounce the other citizenship.,NA,residence,other
NOR,A18,"Person is a citizen of Denmark, Finland, Iceland or Sweden and has been resident in Norway for 2 years. Other conditions: see mode A06.;
Person is over 18 and has been resident in Norway for 7 years, has a clean criminal record. Also by declaration if the person is a former citizen who acquired citizenship of Denmark, Finland, Iceland or Sweden and seeks to recover citizenship. Automatic extension to minor children.",NA,residence,other
NZL,A18,Person is a citizen of Western Samoa who was in NZ on 14 September 1982 and who was entitled to be in NZ indefinitely.,NA,NA,other
PAN,A18,Person is a citizen by birth of Spain or a Latin American country and fulfils the same conditions as required in those countries for the naturalisation of Panamanian citizens (reciprocity).,NA,residence,other
PLW,A18,A citizen of the Trust Territory of Pacific Islands immediately prior to effective date of Constitution (1 January 1981) with at least one parent of recognised Palauan ancestry automatically became a citizen of Palau upon independence.,NA,NA,other
ROU,A18,"Person is a citizen of an EU Member State who is born in and resident in Romania, or has been resident there for 4 years. Other conditions: see A06.",NA,residence,other
RUS,A18,"Person possesses the citizenship of one of the states that were part of the former USSR, and has served for at least 3 years in the military forces of Russia as a contractor. Other conditions: see A06 (except residence requirement).;
Person is a former USSR citizen, was born in the Russian Soviet Federative Socialist Republic and is a citizen of Afghanistan, Iraq, Yemen or Syria. Other conditions: see A06 (except residency requirement, means of subsistence and proficiency in Russian language).",NA,NA,other
SLV,A18,"Person is a citizen of a country formerly part of the Federal Republic of Central America and has been resident in El Salvador for 1 year.;
Person is a citizen by birth of Spain or an Hispanoamerican country and has been resident in El Salvador for 1 year. Other conditions: see A06.",NA,residence,other
SWE,A18,"Person is a citizen of Denmark, Finland, Iceland or Norway and has resided in Sweden for 2 years. Other conditions: see mode A06. (SWE 11(4)(a).;
A citizen of Denmark, Finland, Iceland or Norway acquires citizenship if he or she has reached the age of eighteen,  has been domiciled in the country for the previous five years, and has not been sentenced to imprisonment during that period. (SWE 18).; 
A person who has lost his or her Swedish citizenship and has thereafter without interruption been a citizen of Denmark, Finland, Norway or Iceland may recover his or her Swedish citizenship on notification if he or she has become domiciled in Sweden. (SWE 19).;                                                                                                                                                                                                                                                                                                                                                                                                                     Requirements in the Citizenship Act for a permanent residence permit do not apply to citizens of Denmark, Finland, Iceland or Norway. For Union Citizens, EEA Citizens, and their family members
permanent right of residence is equivalent to a permanent residence permit. (SWE 20).",NA,residence,other
SYR,A18,"Person is a citizen of another Arab state may have facilitated naturalisation if the minister requests. Other conditions: legal capacity, resident in Syria, good health, good character, not convicted for a dishonoring crime.",NA,residence,other
TTO,A18,"Person is a Commonwealth citizen, a citizen of Ireland, or a British protected person and has either been resident in Trinidad and Tobago, in the service of the government, or had partly such residence and partly such service for 5 years. Minister is explicitly allowed to waive residence requirements (but required minimum of 12 months). Other conditions: good character, full capacity, adequate knowledge of English and of the duties of a citizen, and oath of allegiance.",NA,residence,other
TUR,A18,Person is a citizen by birth of the Turkish Republic of Northern Cyprus.,NA,NA,other
VCT,A18,"Person is a Commonwealth citizen and has been ordinarily resident in St Vincent for 7 years immediately prior to the application. Registration can be denied in the interests of defence, public safety or public order, if the person was sentenced for a criminal offence to death or to a prison sentence of at least 12 months during the 7-year period preceding the application, is not of good character, is a danger to public security, has been declared bankrupt, or has insufficient means for self-support.",NA,residence,other
VEN,A18,"Person is a citizen of Spain, Portugal, Italy, or a Latin American- or Caribbean country, and has been resident in Venezuela for a continuous period of at least 5 years immediately prior to the application. Other conditions: see A06.",NA,residence,other
